,position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
1803,1804,Sonic's Ultimate Genesis Collection,X360,Sega  ,Backbone Entertainment  ,N/A  ,8.1  ,N/A  ,,1.48m,0.90m,0.44m,,0.14m,10th Feb 09  ,
1804,1805,LEGO Battles: Ninjago,DS,Warner Bros. Interactive  ,Hellbent Games  ,N/A  ,5.0  ,N/A  ,,1.48m,1.03m,0.33m,,0.12m,12th Apr 11  ,
1805,1806,Final Fight,SNES,Capcom  ,Capcom  ,N/A  ,10.0  ,N/A  ,1.48m,,,,,,10th Nov 91  ,
1807,1808,Professor Layton and the Mask of Miracle,3DS,Nintendo  ,Level 5  ,N/A  ,8.4  ,N/A  ,1.48m,,,,,,28th Oct 12  ,05th Jan 18
1808,1809,SoulCalibur IV,PS3,Namco Bandai  ,Project Soul  ,N/A  ,8.4  ,N/A  ,1.48m,,,,,,29th Jul 08  ,
1813,1814,Disney Sing It: Pop Hits,Wii,Disney Interactive Studios  ,Zoe Mode  ,N/A  ,6.8  ,N/A  ,,1.48m,1.07m,0.28m,,0.12m,06th Oct 09  ,
1814,1815,007: Quantum of Solace,X360,Activision  ,Treyarch  ,N/A  ,6.6  ,N/A  ,,1.48m,0.82m,0.51m,0.01m,0.14m,04th Nov 08  ,
1818,1819,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Ubisoft  ,Ubisoft Shanghai  ,N/A  ,9.2  ,9.0  ,,1.48m,0.82m,0.59m,,0.07m,23rd Mar 04  ,
1820,1821,Super Scribblenauts,DS,Warner Bros. Interactive  ,5TH Cell  ,N/A  ,7.9  ,N/A  ,,1.47m,1.06m,0.30m,,0.11m,12th Oct 10  ,
1822,1823,Kirby & the Amazing Mirror,GBA,Nintendo  ,Flagship  ,N/A  ,7.9  ,N/A  ,1.47m,,,,,,18th Oct 04  ,
1823,1824,Mario Golf,N64,Nintendo  ,Camelot Software Planning  ,N/A  ,9.0  ,N/A  ,1.47m,,,,,,30th Jun 99  ,
1824,1825,Minecraft,WiiU,Mojang  ,4J Studios  ,N/A  ,5.5  ,N/A  ,,1.47m,0.50m,0.49m,0.38m,0.09m,17th Jun 16  ,05th Aug 18
1826,1827,Fight Night Round 3,X360,EA Sports  ,EA Chicago  ,N/A  ,8.6  ,N/A  ,,1.47m,1.33m,0.03m,0.01m,0.10m,20th Feb 06  ,
1829,1830,Grim Dawn,PC,Crate Entertainment  ,Crate Entertainment  ,N/A  ,8.4  ,N/A  ,1.46m,,,,,,25th Feb 16  ,
1833,1834,Super Monkey Ball,GC,Sega  ,Amusement Vision  ,N/A  ,9.0  ,N/A  ,,1.46m,0.95m,0.37m,0.10m,0.04m,17th Nov 01  ,
1840,1841,Battlefield: Bad Company,X360,Electronic Arts  ,EA Digital Illusions CE  ,N/A  ,8.6  ,N/A  ,,1.46m,0.81m,0.46m,0.04m,0.15m,23rd Jun 08  ,
1841,1842,Mass Effect 2,PS3,Electronic Arts  ,BioWare Edmonton  ,N/A  ,9.3  ,N/A  ,,1.46m,0.78m,0.46m,0.03m,0.18m,18th Jan 11  ,
1842,1843,Homefront,X360,THQ  ,Kaos Studios  ,N/A  ,6.7  ,N/A  ,,1.46m,0.83m,0.48m,0.02m,0.12m,15th Mar 11  ,
1850,1851,Resident Evil Outbreak,PS2,Capcom  ,Capcom Production Studio 1  ,N/A  ,7.1  ,N/A  ,1.45m,,,,,,31st Mar 04  ,
1854,1855,Sonic & SEGA All-Stars Racing,Wii,Sega  ,Sumo Digital  ,8.0  ,7.9  ,N/A  ,,1.45m,0.61m,0.69m,,0.15m,23rd Feb 10  ,
1855,1856,Sega Genesis Collection,PSP,Sega  ,Sega  ,N/A  ,8.3  ,N/A  ,,1.45m,0.53m,0.58m,,0.34m,16th Nov 06  ,
1857,1858,The House of the Dead 2 & 3 Return,Wii,Sega  ,Sega  ,N/A  ,6.5  ,7.0  ,,1.45m,0.77m,0.50m,0.03m,0.15m,11th Mar 08  ,
1859,1860,BioShock,PS3,2K Games  ,2K Boston / 2K Australia / 2K Marin  ,9.3  ,9.3  ,9.6  ,,1.44m,0.75m,0.48m,0.01m,0.21m,21st Oct 08  ,
1863,1864,Star Wars: The Force Unleashed II,X360,LucasArts  ,LucasArts  ,N/A  ,6.3  ,N/A  ,,1.44m,0.95m,0.37m,,0.12m,26th Oct 10  ,
1864,1865,Sonic Rivals,PSP,Sega  ,Backbone Entertainment  ,N/A  ,7.0  ,N/A  ,,1.44m,0.73m,0.43m,,0.28m,16th Nov 06  ,
1869,1870,WWE SmackDown vs Raw 2008,X360,THQ  ,Yuke's Media Creations  ,N/A  ,7.3  ,N/A  ,,1.43m,0.92m,0.38m,0.00m,0.13m,13th Nov 07  ,
1870,1871,Smarty Pants,Wii,Electronic Arts  ,EA Los Angeles  ,N/A  ,6.5  ,N/A  ,,1.43m,0.52m,0.75m,,0.16m,13th Nov 07  ,
1871,1872,Dead Space 2,PS3,Electronic Arts  ,Visceral Games  ,N/A  ,9.0  ,N/A  ,,1.43m,0.73m,0.49m,,0.21m,25th Jan 11  ,
1872,1873,Kinect Joy Ride,X360,Microsoft Game Studios  ,Big Park  ,N/A  ,5.6  ,N/A  ,,1.43m,0.92m,0.39m,0.00m,0.12m,04th Nov 10  ,
1875,1876,The Legend of Zelda: Twilight Princess,GC,Nintendo  ,Nintendo EAD  ,N/A  ,9.5  ,N/A  ,1.43m,,,,,,11th Dec 06  ,
1884,1885,Pokémon XD: Gale of Darkness,GC,Nintendo  ,Genius Sonority Inc.  ,N/A  ,6.9  ,N/A  ,1.42m,,,,,,28th Sep 05  ,
1886,1887,Sonic Heroes,GC,Sega  ,Sonic Team  ,N/A  ,7.2  ,N/A  ,1.42m,,,,,,05th Jan 04  ,
1887,1888,Super Metroid,SNES,Nintendo  ,Intelligent Systems  ,N/A  ,8.0  ,N/A  ,1.42m,,,,,,18th Apr 94  ,
1891,1892,UFC Undisputed 2010,PS3,THQ  ,Yuke's Future Media Creators  ,N/A  ,8.4  ,N/A  ,,1.42m,0.80m,0.40m,0.02m,0.19m,25th May 10  ,
1892,1893,Rayman Raving Rabbids,Wii,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,7.5  ,N/A  ,,1.42m,1.22m,0.07m,0.02m,0.11m,14th Nov 06  ,
1894,1895,Yu-Gi-Oh! The Duelists of the Roses,PS2,Konami  ,Konami  ,N/A  ,7.0  ,N/A  ,,1.41m,1.07m,0.35m,,,16th Feb 03  ,
1895,1896,LEGO Star Wars: The Video Game,GC,Eidos Interactive  ,Traveller's Tales  ,N/A  ,7.9  ,N/A  ,,1.41m,1.09m,0.28m,,0.04m,25th Oct 05  ,
1897,1898,LEGO Star Wars II: The Original Trilogy,PSP,LucasArts  ,Traveller's Tales  ,N/A  ,8.4  ,N/A  ,,1.41m,0.58m,0.51m,,0.32m,12th Sep 06  ,
1898,1899,Metroid Prime 3: Corruption,Wii,Nintendo  ,Retro Studios  ,N/A  ,9.0  ,9.4  ,1.41m,,,,,,27th Aug 07  ,
1899,1900,Style Savvy: Fashion Forward,3DS,Nintendo  ,syn Sophia  ,N/A  ,6.5  ,N/A  ,1.41m,,,,,,19th Aug 16  ,07th Jan 18
1901,1902,LEGO Indiana Jones 2: The Adventure Continues,Wii,LucasArts  ,Traveller's Tales  ,N/A  ,7.5  ,N/A  ,,1.41m,0.90m,0.38m,,0.13m,17th Nov 09  ,
1903,1904,Twisted Metal: Black,PS2,Sony Computer Entertainment  ,Incognito Inc.  ,N/A  ,8.9  ,N/A  ,,1.41m,1.19m,0.17m,,0.05m,18th Jun 01  ,
1905,1906,Fight Night Round 4,X360,EA Sports  ,EA Canada  ,N/A  ,8.7  ,N/A  ,,1.40m,0.95m,0.33m,,0.13m,23rd Jun 09  ,
1906,1907,Spider-Man: The Movie,XB,Activision  ,Treyarch  ,N/A  ,7.7  ,N/A  ,,1.40m,1.07m,0.28m,,0.05m,15th Apr 02  ,
1907,1908,Dead Space,X360,Electronic Arts  ,EA Redwood Shores  ,8.4  ,8.9  ,N/A  ,,1.40m,0.89m,0.39m,,0.13m,13th Oct 08  ,
1909,1910,2Xtreme,PS,Sony Computer Entertainment  ,SCEA  ,N/A  ,8.3  ,N/A  ,,1.40m,1.15m,0.20m,,0.05m,31st Oct 96  ,
1910,1911,Anno 2070,PC,Ubisoft  ,Blue Byte Studio  ,N/A  ,8.7  ,N/A  ,,1.40m,,1.14m,,0.26m,17th Nov 11  ,
1913,1914,Bravely Default: Flying Fairy,3DS,Nintendo  ,Square Enix  ,N/A  ,8.2  ,N/A  ,1.40m,,,,,,07th Feb 14  ,05th Jan 18
1919,1920,Pokémon Rumble Blast,3DS,Nintendo  ,Ambrella  ,N/A  ,5.3  ,N/A  ,1.40m,,,,,,24th Oct 11  ,
1920,1921,Resident Evil - Code: Veronica X,PS2,Capcom  ,Capcom  ,N/A  ,8.4  ,N/A  ,1.40m,,,,,,21st Aug 01  ,
1921,1922,Star Ocean: Till The End of Time,PS2,Square Enix  ,tri-Ace  ,N/A  ,7.8  ,N/A  ,1.40m,,,,,,31st Aug 04  ,
1930,1931,Sonic Generations,X360,Sega  ,Sonic Team  ,N/A  ,7.7  ,N/A  ,,1.39m,0.71m,0.54m,0.00m,0.13m,01st Nov 11  ,
1931,1932,Ace Combat 6: Fires of Liberation,X360,Namco Bandai  ,Namco Bandai Games  ,N/A  ,8.1  ,N/A  ,1.39m,,,,,,23rd Oct 07  ,
1937,1938,Bakugan: Battle Brawlers,DS,Activision  ,MTO  ,N/A  ,6.4  ,N/A  ,,1.38m,1.26m,0.02m,,0.10m,20th Oct 09  ,
1938,1939,Far Cry 2,PS3,Ubisoft  ,Ubisoft Montreal  ,7.5  ,8.4  ,N/A  ,,1.38m,0.43m,0.69m,0.01m,0.26m,21st Oct 08  ,
1940,1941,Deus Ex: Human Revolution,X360,Square Enix  ,Eidos Montreal  ,N/A  ,8.8  ,N/A  ,,1.38m,0.77m,0.47m,0.02m,0.12m,23rd Aug 11  ,
1941,1942,The Sims 2,PSP,Electronic Arts  ,Maxis  ,N/A  ,6.2  ,N/A  ,,1.38m,0.49m,0.56m,,0.33m,07th Dec 05  ,
1942,1943,Rocket League,XOne,505 Games  ,Psyonix Studios  ,N/A  ,8.0  ,N/A  ,,1.38m,0.52m,0.75m,,0.11m,05th Jul 16  ,04th Apr 18
1943,1944,Deus Ex: Human Revolution,PS3,Square Enix  ,Eidos Montreal  ,N/A  ,8.8  ,N/A  ,,1.38m,0.50m,0.60m,0.07m,0.22m,23rd Aug 11  ,
1951,1952,Call of Duty: Black Ops,Wii,Activision  ,Treyarch  ,N/A  ,7.5  ,N/A  ,,1.37m,0.80m,0.46m,,0.12m,09th Nov 10  ,
1952,1953,Crysis 2,X360,Electronic Arts  ,Crytek  ,N/A  ,8.7  ,N/A  ,,1.37m,0.73m,0.50m,0.02m,0.13m,22nd Mar 11  ,
1953,1954,A Collection of Activision Classic Games for the Atari 2600,PS,Activision  ,"Livesay Technologies, Inc.  ",N/A  ,3.8  ,N/A  ,,1.37m,0.76m,0.52m,,0.09m,23rd Sep 98  ,
1954,1955,Dead Rising 2,PS3,Capcom  ,Blue Castle Games  ,N/A  ,8.1  ,N/A  ,,1.37m,0.43m,0.57m,0.15m,0.22m,28th Sep 10  ,
1956,1957,Paper Mario,N64,Nintendo  ,Intelligent Systems  ,N/A  ,9.1  ,N/A  ,1.37m,,,,,,05th Feb 01  ,
1959,1960,Pokémon Mystery Dungeon: Gates to Infinity,3DS,Nintendo  ,Spike Chunsoft  ,N/A  ,5.9  ,N/A  ,1.37m,,,,,,24th Mar 13  ,05th Jan 18
1961,1962,Age of Mythology,PC,Microsoft Game Studios  ,Ensemble Studios  ,N/A  ,8.8  ,N/A  ,1.37m,,,,,,01st Nov 02  ,
1965,1966,Need for Speed: The Run,X360,Electronic Arts  ,EA Black Box  ,N/A  ,5.5  ,N/A  ,,1.37m,0.63m,0.57m,0.00m,0.16m,15th Nov 11  ,
1966,1967,LEGO Harry Potter: Years 1-4,PS3,Warner Bros. Interactive  ,Traveller's Tales  ,N/A  ,7.9  ,N/A  ,,1.37m,0.55m,0.61m,,0.21m,29th Jun 10  ,01st Dec 18
1967,1968,GoldenEye 007,Wii,Activision  ,Eurocom Entertainment Software  ,N/A  ,8.0  ,N/A  ,,1.36m,0.76m,0.60m,0.00m,,02nd Nov 10  ,
1969,1970,Crash Bandicoot 2: N-Tranced,GBA,Vivendi Games  ,Vicarious Visions  ,N/A  ,7.5  ,N/A  ,,1.36m,0.63m,0.66m,,0.07m,07th Jan 03  ,
1970,1971,Wolfenstein II: The New Colossus,PS4,Bethesda Softworks  ,MachineGames  ,N/A  ,9.0  ,N/A  ,,1.36m,0.55m,0.58m,0.01m,0.22m,27th Oct 17  ,10th May 18
1972,1973,Battlefield Vietnam,PC,Electronic Arts  ,Digital Illusions  ,N/A  ,8.5  ,N/A  ,1.36m,,,,,,16th Mar 04  ,
1973,1974,Captain Toad: Treasure Tracker,WiiU,Nintendo  ,Nintendo EAD Tokyo  ,N/A  ,7.7  ,N/A  ,1.36m,,,,,,05th Dec 14  ,01st Jan 18
1976,1977,Gardening Mama,DS,Majesco  ,Taito Corporation  ,5.9  ,6.6  ,N/A  ,,1.36m,0.79m,0.42m,0.01m,0.13m,31st Mar 09  ,
1979,1980,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Capcom  ,Capcom  ,N/A  ,8.2  ,N/A  ,,1.36m,0.81m,0.28m,0.11m,0.15m,15th Feb 11  ,
1981,1982,Metroid: Other M,Wii,Nintendo  ,Nintendo SPD Production Group 1/Team Ninja  ,N/A  ,7.7  ,N/A  ,,1.36m,0.85m,0.28m,0.13m,0.10m,31st Aug 10  ,
1982,1983,Hasbro Family Game Night 2,Wii,Electronic Arts  ,EA Bright Light  ,5.0  ,6.4  ,N/A  ,,1.36m,0.70m,0.52m,,0.13m,27th Oct 09  ,
1987,1988,Burnout Paradise,X360,Electronic Arts  ,Criterion  ,N/A  ,8.9  ,N/A  ,,1.35m,0.63m,0.57m,0.01m,0.14m,22nd Jan 08  ,
1989,1990,Kirby Air Ride,GC,Nintendo  ,HAL Laboratory  ,N/A  ,6.4  ,N/A  ,1.35m,,,,,,13th Oct 03  ,
1991,1992,Resident Evil,GC,Capcom  ,Capcom  ,N/A  ,8.9  ,N/A  ,1.35m,,,,,,30th Apr 02  ,
1992,1993,Shadow The Hedgehog,PS2,Sega  ,Sonic Team  ,N/A  ,4.8  ,N/A  ,1.35m,,,,,,15th Nov 05  ,
1993,1994,FIFA Soccer 08,PSP,EA Sports  ,EA Canada  ,N/A  ,7.9  ,N/A  ,,1.35m,0.20m,0.76m,,0.39m,08th Oct 07  ,
1995,1996,FIFA Soccer 09,PSP,EA Sports  ,EA Canada  ,N/A  ,8.1  ,N/A  ,,1.35m,0.23m,0.73m,0.02m,0.37m,14th Oct 08  ,
2000,2001,Tom Clancy's Rainbow Six: Vegas 2,PS3,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.2  ,N/A  ,,1.34m,0.66m,0.45m,0.04m,0.20m,19th Mar 08  ,
2001,2002,Devil May Cry 4,X360,Capcom  ,Capcom  ,N/A  ,8.5  ,N/A  ,,1.34m,0.79m,0.34m,0.08m,0.13m,05th Feb 08  ,
2002,2003,F1 2010,PS3,Codemasters  ,Codemasters Birmingham  ,N/A  ,8.0  ,N/A  ,,1.34m,0.25m,0.75m,0.08m,0.26m,21st Sep 10  ,
2003,2004,Kid Icarus: Uprising,3DS,Nintendo  ,Project Sora  ,N/A  ,8.0  ,N/A  ,1.34m,,,,,,23rd Mar 12  ,05th Jan 18
2006,2007,The ICO & Shadow of the Colossus Collection,PS3,Sony Computer Entertainment  ,Bluepoint Games  ,9.0  ,9.0  ,N/A  ,,1.34m,0.67m,0.36m,0.13m,0.18m,27th Sep 11  ,
2007,2008,Donkey Kong Jungle Beat,GC,Nintendo  ,Nintendo EAD Tokyo  ,N/A  ,7.9  ,N/A  ,,1.34m,0.84m,0.22m,0.24m,0.04m,14th Mar 05  ,
2008,2009,Need for Speed Carbon,PS2,Electronic Arts  ,EA Black Box  ,N/A  ,7.7  ,N/A  ,,1.34m,1.22m,0.05m,0.05m,0.01m,31st Oct 06  ,
2009,2010,Battlefield: Bad Company,PS3,Electronic Arts  ,EA Digital Illusions CE  ,N/A  ,8.6  ,N/A  ,,1.34m,0.76m,0.36m,0.05m,0.17m,23rd Jun 08  ,
2010,2011,Command & Conquer: Red Alert 2,PC,Electronic Arts  ,Westwood Studios  ,N/A  ,8.9  ,N/A  ,,1.34m,1.32m,0.02m,,,21st Oct 00  ,
2011,2012,Max Payne 2: The Fall of Max Payne,PS2,Rockstar Games  ,Remedy Entertainment  ,N/A  ,6.8  ,N/A  ,,1.34m,0.65m,0.51m,,0.17m,02nd Dec 03  ,
2015,2016,Crysis 2,PS3,Electronic Arts  ,Crytek  ,N/A  ,8.8  ,N/A  ,,1.33m,0.48m,0.57m,0.06m,0.22m,22nd Mar 11  ,
2017,2018,Alan Wake,X360,Microsoft Game Studios  ,Remedy Entertainment  ,9.2  ,8.3  ,N/A  ,,1.33m,0.66m,0.50m,0.05m,0.12m,18th May 10  ,
2018,2019,Spider-Man: The Movie,GBA,Activision  ,Digital Eclipse  ,N/A  ,7.9  ,N/A  ,,1.33m,0.92m,0.35m,0.01m,0.05m,16th Apr 02  ,
2021,2022,The Legend of Zelda: Tri Force Heroes,3DS,Nintendo  ,GREZZO  ,N/A  ,7.4  ,N/A  ,1.33m,,,,,,23rd Oct 15  ,04th Jan 18
2023,2024,Tony Hawk's Pro Skater,GB,Activision  ,Natsume  ,N/A  ,7.1  ,N/A  ,,1.33m,0.90m,0.38m,0.01m,0.05m,29th Feb 00  ,
2028,2029,Grand Theft Auto: Chinatown Wars,DS,Rockstar Games  ,Rockstar Leeds/North  ,9.3  ,9.5  ,9.6  ,,1.33m,0.58m,0.56m,0.05m,0.14m,17th Mar 09  ,
2030,2031,WWE SmackDown vs Raw 2008,PS3,THQ  ,Yuke's Media Creations  ,N/A  ,7.3  ,N/A  ,,1.33m,0.62m,0.50m,0.01m,0.20m,13th Nov 07  ,
2032,2033,UFC Undisputed 2010,X360,THQ  ,Yuke's Future Media Creators  ,N/A  ,8.6  ,N/A  ,,1.32m,0.90m,0.31m,0.00m,0.11m,25th May 10  ,
2033,2034,Fallout 76,PS4,Bethesda Softworks  ,Bethesda Game Studios  ,4.0  ,5.1  ,N/A  ,,1.32m,0.52m,0.49m,0.10m,0.20m,14th Nov 18  ,02nd Dec 18
2034,2035,Need for Speed Underground Rivals,PSP,Electronic Arts  ,Team Fusion  ,N/A  ,7.6  ,N/A  ,,1.32m,0.69m,0.38m,0.02m,0.24m,14th Mar 05  ,
2038,2039,MAG: Massive Action Game,PS3,Sony Computer Entertainment  ,Zipper Interactive  ,8.1  ,7.4  ,9.5  ,,1.32m,0.77m,0.30m,0.09m,0.16m,26th Jan 10  ,
2044,2045,Rage,PS3,Bethesda Softworks  ,id Software  ,N/A  ,7.9  ,N/A  ,,1.32m,0.47m,0.59m,0.06m,0.20m,04th Oct 11  ,
2051,2052,Madagascar,PS2,Activision  ,Toys for Bob  ,N/A  ,6.4  ,N/A  ,,1.31m,0.78m,0.45m,,0.07m,23rd May 05  ,
2053,2054,LEGO Batman: The Videogame,PS3,Warner Bros. Interactive  ,Traveller's Tales  ,7.5  ,7.2  ,N/A  ,,1.31m,0.72m,0.39m,,0.19m,23rd Sep 08  ,
2055,2056,[Prototype],X360,Activision  ,Radical Entertainment  ,N/A  ,7.9  ,N/A  ,,1.31m,0.84m,0.35m,,0.12m,09th Jun 09  ,
2057,2058,The Beatles: Rock Band,X360,MTV Games  ,Harmonix Music Systems  ,9.0  ,8.9  ,N/A  ,,1.31m,0.97m,0.23m,,0.11m,09th Sep 09  ,
2059,2060,Burnout 3: Takedown,XB,Electronic Arts  ,Criterion Games  ,N/A  ,9.3  ,N/A  ,,1.31m,0.84m,0.43m,,0.04m,07th Sep 04  ,
2063,2064,NBA Live 07,PS2,EA Sports  ,EA Canada  ,N/A  ,6.3  ,N/A  ,,1.30m,1.07m,0.04m,0.02m,0.17m,25th Sep 06  ,
2065,2066,LEGO Batman: The Videogame,PSP,Warner Bros. Interactive  ,Traveller's Tales  ,7.1  ,7.9  ,N/A  ,,1.30m,0.57m,0.46m,,0.27m,23rd Sep 08  ,
2066,2067,Devil May Cry 3: Dante's Awakening,PS2,Capcom  ,Capcom  ,N/A  ,8.6  ,N/A  ,1.30m,,,,,,01st Mar 05  ,
2069,2070,Final Fantasy: Crystal Chronicles,GC,Nintendo  ,Square Enix  ,N/A  ,7.7  ,7.5  ,1.30m,,,,,,09th Feb 04  ,
2070,2071,Kingdom Hearts 3D: Dream Drop Distance,3DS,Square Enix  ,Square Enix  ,N/A  ,7.5  ,N/A  ,1.30m,,,,,,31st Jul 12  ,05th Jan 18
2071,2072,Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,Square Enix  ,Square-Enix  ,N/A  ,7.6  ,N/A  ,1.30m,,,,,,24th Jan 17  ,01st Jan 18
2072,2073,Monster Hunter Freedom,PSP,Capcom  ,Capcom  ,N/A  ,7.0  ,N/A  ,1.30m,,,,,,23rd May 06  ,
2073,2074,Resident Evil: The Umbrella Chronicles,Wii,Capcom  ,Cavia Inc.  ,7.0  ,7.5  ,8.0  ,1.30m,,,,,,13th Nov 07  ,
2075,2076,SaGa Frontier,PS,Sony Computer Entertainment  ,SquareSoft  ,N/A  ,8.0  ,N/A  ,1.30m,,,,,,31st Mar 98  ,
2076,2077,Super Street Fighter IV: 3D Edition,3DS,Capcom  ,Capcom  ,N/A  ,8.5  ,N/A  ,1.30m,,,,,,27th Mar 11  ,
2078,2079,Xenogears,PS,Square  ,SquareSoft  ,N/A  ,7.8  ,N/A  ,1.30m,,,,,,20th Oct 98  ,
2082,2083,Scribblenauts: Unlimited,PC,Warner Bros. Interactive Entertainment  ,5TH Cell  ,N/A  ,8.8  ,N/A  ,1.30m,,,,,,19th Nov 12  ,31st Dec 17
2084,2085,The Last Guardian,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,N/A  ,7.9  ,N/A  ,,1.29m,0.40m,0.58m,0.13m,0.19m,06th Dec 16  ,04th Apr 18
2091,2092,Transformers,PS2,Atari  ,Melbourne House  ,N/A  ,7.8  ,N/A  ,,1.29m,0.63m,0.49m,,0.16m,11th May 04  ,
2092,2093,BioShock,PC,2K Games  ,2K Australia / 2K Boston  ,N/A  ,9.6  ,N/A  ,1.29m,,,,,,21st Aug 07  ,20th Jul 18
2098,2099,Champions of Norrath,PS2,Sony Online Entertainment  ,Snowblind Studios  ,N/A  ,8.5  ,N/A  ,,1.28m,0.63m,0.49m,,0.16m,10th Feb 04  ,
2102,2103,Need for Speed Carbon,Wii,Electronic Arts  ,EA Black Box  ,N/A  ,6.4  ,N/A  ,,1.28m,0.45m,0.66m,0.02m,0.15m,19th Nov 06  ,
2105,2106,Twisted Metal 4,PS,989 Studios  ,989 Studios  ,N/A  ,6.7  ,N/A  ,,1.28m,1.07m,0.16m,,0.04m,31st Oct 99  ,
2106,2107,Manhunt,PS2,Rockstar Games  ,Rockstar North  ,N/A  ,8.0  ,N/A  ,,1.28m,0.63m,0.49m,,0.16m,18th Nov 03  ,
2111,2112,The Sims 2: Nightlife,PC,Electronic Arts  ,Maxis  ,N/A  ,7.5  ,N/A  ,,1.27m,1.22m,0.05m,,,13th Sep 05  ,
2112,2113,Castlevania: Symphony of the Night,PS,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,9.3  ,9.0  ,,1.27m,0.58m,0.40m,0.21m,0.08m,02nd Oct 97  ,
2113,2114,LEGO Batman: The Videogame,PS2,Warner Bros. Interactive  ,Traveller's Tales  ,7.5  ,7.6  ,N/A  ,,1.27m,0.72m,0.03m,,0.52m,23rd Sep 08  ,
2116,2117,NBA 2K9,X360,2K Sports  ,Visual Concepts  ,N/A  ,8.3  ,N/A  ,,1.27m,1.00m,0.16m,,0.11m,07th Oct 08  ,
2117,2118,WWE '12,X360,THQ  ,"Yuke's Co., Ltd.  ",N/A  ,7.5  ,N/A  ,,1.27m,0.74m,0.40m,0.00m,0.12m,22nd Nov 11  ,29th Jan 19
2120,2121,Mario Golf: Toadstool Tour,GC,Nintendo  ,Camelot Software Planning  ,N/A  ,8.1  ,N/A  ,1.27m,,,,,,29th Jul 03  ,
2124,2125,.hack//Infection Part 1,PS2,Bandai  ,CyberConnect2  ,N/A  ,7.7  ,N/A  ,,1.27m,0.49m,0.38m,0.26m,0.13m,11th Feb 03  ,
2125,2126,EA Sports Active 2,Wii,Electronic Arts  ,EA Vancouver  ,N/A  ,8.0  ,N/A  ,,1.27m,0.76m,0.40m,,0.11m,16th Nov 10  ,
2130,2131,Rockstar Games presents Table Tennis,Wii,Rockstar Games  ,Rockstar San Diego  ,N/A  ,6.8  ,N/A  ,,1.26m,0.39m,0.73m,,0.15m,15th Oct 07  ,
2135,2136,Dark Souls,X360,Namco Bandai  ,From Software  ,N/A  ,9.1  ,N/A  ,1.26m,,,,,,04th Oct 11  ,
2136,2137,Pikmin 3,WiiU,Nintendo  ,Nintendo EAD  ,N/A  ,8.7  ,N/A  ,1.26m,,,,,,04th Aug 13  ,09th Jan 18
2138,2139,Tomb Raider: Underworld,PS3,Eidos Interactive  ,Crystal Dynamics  ,N/A  ,7.8  ,N/A  ,,1.26m,0.45m,0.55m,0.05m,0.21m,18th Nov 08  ,
2140,2141,Football Manager 2011,PC,Sega  ,Sports Interactive  ,N/A  ,8.9  ,N/A  ,,1.26m,,1.01m,,0.24m,09th Nov 10  ,
2141,2142,SOCOM: U.S. Navy SEALs Confrontation,PS3,Sony Computer Entertainment  ,Slant Six Games  ,N/A  ,6.3  ,N/A  ,,1.26m,0.94m,0.17m,0.02m,0.14m,14th Oct 08  ,
2144,2145,Assassin's Creed: Bloodlines,PSP,Ubisoft  ,Griptonite Studio  ,5.4  ,6.3  ,N/A  ,,1.26m,0.43m,0.50m,0.05m,0.28m,17th Nov 09  ,
2149,2150,Dead or Alive 4,X360,Tecmo  ,Team Ninja  ,N/A  ,8.6  ,N/A  ,1.25m,,,,,,29th Dec 05  ,
2153,2154,Resident Evil Zero,GC,Capcom  ,Capcom Production Studio 3 / Flagship  ,N/A  ,8.2  ,N/A  ,1.25m,,,,,,12th Nov 02  ,
2155,2156,Need for Speed: Most Wanted,X360,Electronic Arts  ,Electronic Arts  ,N/A  ,8.4  ,N/A  ,,1.25m,1.00m,0.13m,0.02m,0.10m,16th Nov 05  ,
2157,2158,Black,PS2,Electronic Arts  ,Criterion Games  ,N/A  ,7.7  ,N/A  ,,1.25m,1.01m,0.04m,0.03m,0.16m,28th Feb 06  ,
2158,2159,RollerCoaster Tycoon 2,PC,Atari  ,Chris Sawyer  ,N/A  ,7.3  ,N/A  ,,1.25m,1.19m,0.06m,,,15th Oct 02  ,
2160,2161,Ratatouille,DS,THQ  ,Helixe  ,N/A  ,7.0  ,N/A  ,,1.25m,0.49m,0.62m,,0.14m,26th Jun 07  ,
2163,2164,Cars 2,DS,Disney Interactive Studios  ,Avalanche Software  ,N/A  ,6.5  ,N/A  ,,1.25m,0.68m,0.41m,0.04m,0.12m,21st Jun 11  ,
2168,2169,Oddworld: Abe's Oddysee,PS,GT Interactive  ,Oddworld Inhabitants  ,N/A  ,8.3  ,N/A  ,,1.24m,0.75m,0.44m,,0.06m,31st Aug 97  ,
2176,2177,[Prototype],PS3,Activision  ,Radical Entertainment  ,N/A  ,8.1  ,N/A  ,,1.24m,0.65m,0.41m,,0.18m,09th Jun 09  ,
